symbol,name,totalVolume
petscriptions,Petscriptions,141293979
nakamotorunes,Nakamoto Mystery Runes,140932849
gentlemen-by-lemonhaze,Gentlemen by Lemonhaze,140033000
cobratate,TOPG ,139970000
earlygans,EarlyGANs by FAR,138669810
bitcoin-pills,Bitcoin Pills,138562925
nodemojis,Nodemojis,138150830
ordinal-pizza-og,Ordinal Pizza Og,137997500
punk-8611,CryptoPunk #8611,137679090
bitcoinpigs,Bitcoin Pigs,137614077
nuclear-codes-the_dan_files,Nuclear Codes from The Dan Files,137497500
digidaigaku-genesis-chibi,DigiDaigaku Genesis Chibis,137110869
1stbitcoinsent,1st Bitcoin Sent (Ordinal Inscriptions on Rare Historic First Sats),137053863
shibuya,Shibuya Station,135923438
human-yue-minjun,Human by Yue Minjun,135901811
bitcoin_xiuxian_og,Bitcoin XiuXian OG,135797866
das-on-btc,DAS on BTC,135736000
gt,Golden Triumph Ordinals Set - Presented by Peter Schiff and Market Price,135417777
amb,Ape Maxi Biz (AMB),134749520
1mask,1Mask,134050000
uncommon-guys,Uncommon Guys,132130000
ordinal_miners,Ordinal Miners,132060000
norm,Norm,131189410
ideograph,STRANGE IDEOGRAPH by The Color Blocks,130491966
bepe,BEPE,130256680
world_peace_cards,World Peace Cards,130140634
moonrocks,Ordinal Moon Rocks,129501788
the-ordinal-bots,the ordinal bots,129400000
oranjinals,Oranjinals,128519425
recall,RECALL by James Bloom,128390000
skullx_cursed_raiders,Skullx: Cursed Raiders,128372840
bitcoin_butterflies,Bitcoin Butterflies,127947000
dickbutts,Bitcoin Dickbutts,127655000
aoa2,Alien Ordinal Artifacts: Second Edition,127103795
glitchcodes,F0UNDER$ KEY by GL1TCH STUDIO,126128780
oridnalmisfits,Ordinal Misfits,125499592
21bigbusiness, 21LawsOfBigCryptoBusiness ,124851800
genopets_bitcoin_babies,Genopets Bitcoin Babies,124384990
shitposts-only-the_dan_files,Shitposts Only from The Dan Files,123118464
bitpunks,BitPunks,123086900
space-pepes,Space Pepes,123034869
fine-art-on-bitcoin,Fine Art on Bitcoin,122826328
lady,LADY ,122711395
btc_substance,BTC Substance by MDV,122619291
the-humanoids,The Humanoids BTC,120725458
starbreeders,STARBREEDERS,120356990
galacticpassport,Ordinauts Galactic Passport,120307464
forever-bullish,Forever Bullish,120209971
reality_exe,REALITY.EXE,120172967
buggies,BeepBeepBuggies,120141590
frackinfrogs,Frackin Frogs,119688360
grapes,(gr)apes,119403040
seizon,SEIZON GOLD,119119900
timechain_collectibles,Timechain Collection,119000000
kibodo,Kibodo Kitty Club キーボード,117756481
dog_of_bitcoin_szn_ii_b9450x,$DOG | Ordinals - SZN II B9-450x,117728974
blue,Tsunami Blue,117496582
bitpepe3333,BitPepe,117324815
blok,EMOTIBLOCK,116823450
bitbirds,BitBirds,116749000
blessedsouls,Blessed Souls of Bitcoin,116500000
dmtcult,DMT CULT of the Grimoire,115669107
boons,Boons v Lions,115280942
forgmaxibiz,Forg Maxi Biz (FMB),115038800
godbabes,Godbabes,114684399
coom-battles,Champions of Otherworldly Magic,114626645
frogtardio,FROGTARDIO,114571754
block9miner,Block 9 Miner,114264330
ordinalrobots,Ordinal Robots,113619200
squared,Squared,113173800
pixelbirds-sparrow,PixelBirds Sparrow,112920900
pixel_bobos,Pixel Bobos,112854434
plein-err,Plein Err,112800000
pokerecursive,Poke Recursive,112394062
natcorns,DMT-Natcorns,112328237
taprootbitches,Taproot Bitches,112027092
hard-pills-to-swallow-the_dan_files,Hard Pills to Swallow from The Dan Files,112000000
btcbears,BTC Bears ,111638000
classified,CLASSIFIED (CC) - CHAPTER II,111462420
metablocks,Metablocks by Billy Restey,111375300
reserve-notices,Reserve Notices,110980000
cypherpunk-ghosts,Cypherpunk Ghosts,110500000
cybord_pepentinos,PEPENTINOS,110241853
cryptoamigos,CryptoAmigos,110050778
the-ordrothko-collection,The ORDROTHKO Collection by vzbl,110000000
occulum,Occulum,109184790
xcpinata_orange_royal_tomb,ORANGE ROYAL TOMB,109022718
jeetz,JEETZ,108725275
basedhomiesbtc,Based Homies,108355608
xenknights,XENKnights,107900000
totesmygoat,Totes My Goats,107269750
nocturnal-citizens,Nocturnal Citizens,107040440
song-on-genify,Song on Genify,106840916
alkaneimperium,(AI) Alkane Imperium ,106206900
kaomojis,Kaomojis,105572600
refraction-by-loren-bednar,Refraction by Loren Bednar,105090000
artifakt-by-medusa,Artifakt by Medusa X Vivid Gallery,104860000
ordinal-kaz,Cubic A: Kaz Duke,104800000
bromans,BROMANS,104319700
runestonewizards,Runestone Wizards,103447730
braids,Braids,103199754
logos-operators,Logos Operators,101579410
tmm,THE MEMENTO MORI,101234686
brc721-og,BRC721 OG,101057400
virothium-mine,Virothium Mine (BRC-420),100852688
bindowsxp,Bindows XP,100617650
bitcoin-knight,Bitcoin Knight,100053700
punkroyale,Punk Royale,100041914
the-fiat-collection,The Fiat Collection,100000000
antimatter,Antimatter by Nullish,100000000
pokeblackwhite,Poke Black & White,99964742
spooky,Ordinal Spooky,99470000
bitmaps,BMP / FUZZ by OTO,99344000
genderswap,Genderswap Heroes,99100000
kokeshi-nakamotos,Kokeshi Nakamotos,99050750
btc-scientist,BTC Scientist,98898580
theholders,The Holders,98672842
fake-rares,Fake Rares,98512000
spreadsheet_monkes,Spreadsheet Monkes,97957593
101,101 Lines,97389899
thetoshiorder,The Toshi Order,96975341
ordimutants,OrdiMutants,96961653
kuka,KUKA by WHYLAND,96750248
key_to_valhalla,Key To Valhalla,96676459
pizza-rhinos-pass,Pizza Rhinos PASS,96294790
gridwaves,Ordblocks,95950000
top,The Orange Pills (TOP),95054957
kazutoku,KazuTokuBots,94735595
seekermint_og_pass,Seekermint OG PASS,93749210
ugly_souls,US - Ugly Souls by Viola MissCode,93458849
quantum_lights,Quantum Lights,91900879
vanguards-of-btc,VANGUARDS OF BTC,91680353
nopfp,NoPFP,91489750
kikalepuppete,KIKA,91384267
meme-degens,$MEME DEGENS,91161390
ordinalchecks,Ordinal Checks,90136448
orbits,Orbits,89773789
cursed-pokemon,Cursed Pokemon,89321749
fuzz_oto,FACTORY / FUZZ by OTO (Editions),88416194
the-damned,The Damned,87817013
burned-ordinal-mice,Burned Mice Ordinals,87115000
509-boyz,509 Boyz,87112701
pixelated-omb,Pixelated OMB (24x24px),87060820
pryptocunks,PryptoCunks,86970790
immortal_pepes,Immortal Pepes,86590000
wall-st-bulls-ordinals,Wall St Bulls Ordinals,86387759
circleoflife,Circle of Life by Aneemoos,86222965
satoria-robotics,SATORIA Robotics,85283780
toasties,Toasties,84736983
mk-ultra,MK-ULTRA,83749017
wpnz,WPNZ,83518848
ordinalplague,Ordinal Plague,83085207
soy-pepes,Soy Pepes,83081670
chordinal,Chordinal,82945060
pixel-mumus,Pixel Mumus,82915611
genesis-minimalism,The Genesis of Minimalism,82798000
raresads,Rare Sads,82496771
rugme,Rug Me,82182880
ftc,FOR THE CULTURE,82048752
saudis,The Saudis,81713975
ghostpxnks,GhostPxnks,81521000
btcbozos,Bozos,81225000
obsidian,Obsidian by Billy Restey,81043900
abstractii,Abstractii,80995778
runes_keys,Runes Keys,80861209
dmt_vessels,DMT VESSELS by MDV,80741022
moggylife,MoggyLife,80413915
dmt-hiros,HIROS,80280455
ordinal-friends,Ordinal Friends,80262100
wormhole,Ordinal Robots: Wormhole,80221859
the100onbtc,The 100 on Bitcoin,80127590
froggo_the_magician,Froggo The Magician ,79996674
grand-8,Grand8,79814710
bitcoin_hamsters,OG Bitcoin Hamsters,79540730
justinaversano_colin-in-the-car,Justin Aversano - Colin in the Car,79239000
ngm-ord,NGM,78952766
hashrate-hackers,Hashrate Hackers,78637500
brats,Brats,78377790
codewass,CodeWass,78237622
w00ts,W00ts,78229077
formation,Formation,78149000
dabl,Don't Avoid Bright Lights,78031530
bitcoin_mmss,Bitcoin MMSS,77729453
omr,OMR,76824037
spzasia,SpZjulien love Asia (Block 9),76494900
engimaventures,Enigma Ventures,76298656
ordz-rush,Ordz Rush,76167000
brc20-swap-prime-access,Unisat brc20-swap Prime Access,75718099
bitmap-punks,Bitmap Punks,75328710
ordinuhlwassiebiznezz,Ordinuhl Wassie Biznezz,75133820
gamergeeks,Gamer Geeks,74664238
punkameleons,Punkameleons BRC 2.0,74614121
ordinal_seiyans,Seiyan Council,74574000
bitcoin-benjies,Bitcoin Benjies,74495268
real-rares,Real Rares,74410000
btcxpunks,XPUNKS,74186650
boaf,The Pandemonium - Birds of a Feather,74164730
pizza-rhinos,PIZZA RHINOS,74144282
everythingisfine,"everything is fine, by Rax",73962000
breakout,Breakout by CHAINVIRUS,73832619
btc-annons-og,BTC Annons | OG,73810000
spzshape,SpZjulien wave shape (Block 9),73650000
hoodiegang,HoodieGang,73500000
proof_of_vandal,Viva La Gizmo,73068841
pepe,Pepes of Ordinals,72778000
btc-mutant-scientist,BTC Mutant Scientist,72558800
bitcoin-nouns,Bitcoin Nouns,72261820
rune_realms,Rune Realms,72038884
recursive-robots,Recursive Robots,71869932
blurred-bitcoin-logos,Blurred Bitcoin Logos,71864000
banksypalindrome,Banksy Superstar Palindrome Edition,71302800
ogreyebtc,OgrEye,70913546
spzbybits,SpZjulien Bybits (Block 9),70867800
ordinalseggs,Ordinals Eggs by MetaTrace,70811782
vnus,VNUS Takeru Amano™,70624200
pookathedog,Pooka The Dog,70474687
mastermind,Mastermind,70255800
rejected,REJECTED ANEEMOOS,70132492
btcphantoms,Bitcoin Phantoms,69930547
notanape,NOT AN APE,69685500
punkvoyage,Punk Voyage,69403978
ordenza,Ordenza,69396735
block-9-pepe,BLOCK 9 PEPE,69368000
conspirapups,Conspirapups,69011592
les-petites-morts,Les Petites Morts by XSULLO,69000000
the-wild-within,The Wild Within,69000000
natboys,Natboys,68959141
brozo-ordinals,Brozo Ordinals,68865000
aikodesho,Aiko Desho,68750000
karmastone,KarmaStone,68387227
ordifrogs,OrdiFrogs,68167860
bitmap-bots,NATRONICS,67947594
aicats,Ai cats,67910000
bitcoin-goblins,Goblins By Ordinal Genesis,67580904
gbrc721bitpunks,GBRC721 BitPunks,66982923
dmttrump,DMT-Trump,66614199
demonz,Demonz,66526264
bitnips,BitNips,66429690
the_golden_horseshoe,The Golden Horseshoe By Bitcoin Derby,66390392
starfate,StarFate Mercs,66291217
ordinalrevolution, Ordinal Revolution OG Pass,66068397
mimibits-poetry,MIMIBITS Poetry by OTO x Sayoooooh,66020000
stonefaceords,Stoneface Ords,66013925
quacks,Quacks,65562487
foxxi_ogpass_collection,FOXXI OG PASS COLLECTION,65532733
124x124,124x124 (by Ord Station),65342800
ac0usin,xXLeLXx PUPtarDio † Ac0uSIN  ₿) Prophetmaker xXLeLXx,65314821
well_ring,Well Ring,64916000
natjaguar,Nat Jaguar,64903027
the_dishonorables,The Dishonorables,64827333
supra-liminal,Supra-Liminal,64816800
10-inscribe,10 INSCRIBE by mikegee,64090000
my-memes,MY MEMES by LORS,63990999
mystic-pepe,Mystic Pepe,63974527
recursive-shrooms,Recursive Shrooms,63845000
dmtbitmaps,Bitmaps,63842107
hahacards,HAHAcards,63834000
h00dlums,h00dlums ⚡ by Sir Gadfly ,63830000
cryptocabal,Crypto Cabal,63816842
rune_walkers,Rune Walkers ,63269138
ordinal-wolves,Ordinal Wolves,63085911
ironheadz,IronHeadz ,63028297
bganwizards,BASTARD GAN SILLY WIZARDS,62753580
btc-machine-509s,BTC Machine 509s,62656700
gamma-summer-pass,Gamma Summer Pass,62487995
inflatables-arrival-by-shaderism,Inflatables: Arrival by Shaderism x Vivid Gallery,62430660
uncommon_idiot,Uncommon Idiot,62305000
galacticordinals,Galactic Ordinals,62303845
vimodyn-by-ivy,Vimodyn by Ivy,62273263
cypherville,Cypherville by Lemonhaze,62100000
puppetized_ascii, Puppetized ASCII,61981131
btc-artsy-monke,BTC Artsy monke,61644844
raccult,Raccult,61507825
runies,RUNIES,61400281
modular,Modular,61370000
threadheads,ThreadHeads BRC 2.0,61359924
ordpepen,Ordpepen,60774892
btc-frens,BTC Frens,60499890
astralchads,Astral Chads,60483900
cursed-sharks,Cursed Sharks,60399989
bitcoin-pizzas-pizzaday-2023,Bitcoin Pizzas 2023 Pizza Day BRC1155 Collection,60044010
bitverserunesatoshi,Bitverse Rune Satoshi,60000000
nodepunks,Node Punks,59297233
ordinal-tokyo-fragments,Ordinal Tokyo Fragments by Mag,58920790
ordinals-x-gm,ORDINALS x GM,58454998
btc-chimps,Bitcoin Chimps,58393400
ordinalgoldbirds,Ordinal Goldbirds,58371000
pixel-punks,Pixel Punks,58268150
ordibot_mrs,OrdibotMrs,58181422
fluid_passes,Fluid Passes,58093239
satoshi_x_pfp,Satoshi X PFP,57922140
nocturnal-parts,Nocturnal Parts,57587931
arcanefragment,Arcane Fragment by The O,57373000
bitcoineternals,Bitcoin Eternals,57322336
uncommon-chinese-zodiac,Uncommon Animal Sign,57200000
remo-orange-summer-vol-1,REMO: ORANGE SUMMER VOL.1,56926000
ordinal-duelyst,Ordinal Duelyst,56430400
ordinastrals,Ordinastrals,56340000
nn,Noble Nomad,56133290
slkrdnd,Silk Road Not Dead,55929436
ordinal-kaz-baron,Cubic A: Kaz Baron,55898113
smz,Smilodonz,55750000
culture_pods,Culture Pods  ,55278700
power-artifact,PWER Artifact,55221684
rune-map,Runemap,55021929
atlas-by-harto,Atlas by Harto,54758600
yuki,YUKI,54562860
nocturnalgames-cursed,Nocturnal Games Cursed,54334516
rays,Rays by Pawel Dudko,54178500
bithorn,Bithorn,54163353
sat20_rarepizza,RarePizza,54161769
bitco-mimi,Bitco MIMI by OTO,53652900
bcrc-ordinals,Boss Cat Ordinals,53597900
ccgo,CCG Ordinals,53184800
pixelotl,Pixelotl Amphibulous,53153970
clayforcesatoshinauts,Satoshinauts Chain-Hoppers by Brrrbon,53078700
ordegens,Ordegens,52797693
trumpstone,Trumpstone,52709072
btc_degens,BTC Degens,52578200
confused_fish,Confused Fish,52547380
nodebirdsgold,N O D E B I R D S   [G O L D],52504000
btckongz,BTC Kongz,52374480
fusion-art,Fusion by Billy Restey & Gabe Weis,51972912
btc-survivors,BTC Survivors,51735213
shit,💩$SHIT,51480477
hashed,Hashed by Theezy,51438580
bitcoinmaxibiz,Bitcoin Maxi Biz | BMB,51314990
gameofducks,Game Of Ducks,51289416
ordinalprinters,Ordinal Printers,51193121
the_equinals_by_bitcoin_derby,The Equinals Horses: Genesis Batch by Bitcoin Derby,51191888
orangeuncommon,Orange Uncommon,50992220
bitcoin_simpsons,Bitcoin Simpsons,50913304
satoria-pets,Satoria Pets,50587415
mintifybitcoinkeys,Mintify Bitcoin Keys,50371842
pepe-punks-cursed-side,Pepe Punks Cursed Side,50134900
bitcoin_bricks,Bitcoin Bricks,50000000
orphelinat-by-lemonhaze,L'Orphelinat by Lemonhaze,50000000
visions-through-time,Visions Through Time,50000000
skulz,skulz,49892409
toow,Toon World,49621598
btcb,BTC Botz,49518544
pixel_packets_btc,PIXEL PACKETS,49177288
brc-420,BRC-420,49100000
ordoginal_pass,Ordoginals Pass,49050000
numberwangs-the_dan_files,Numberwangs from The Dan Files,49000000
bob_on_bitcoin,BobOnBitcoin,48896546
ordskull,OrdSkull,48789300
autism_genius,A.c.0.U.s.T.i.C ,48711351
jackpot,DMT-JACKPOT,48333510
taproot-cows,Taproot Cows - TCU,48271790
runegenstone,RuneGenstone by OTO,48176537
clubbizarre,Club Bizarre (BTC),47960443
bitbirbs,BITBIRBS ,47847329
rage-freaks,RAGE FREAKS,47609491
btcslime,BTC SLIME,47593878
ordtime,ORDTIME,47244020
starloom,Star Loom on Genify,46788679
ordmaster,Ordinal Masterworks,46500000
kidstoysadultissues,"kids toys, adult issues",46478590
pop2io,POP2,46307400
gfkxrs,Ghost Face Killah x Rare Scrilla,46279294
btchumanz,BTC Humanz,46198700
phantasmagoria,Phantasmagoria by Pawel Dudko,46119560
ordimaps,OrdiMaps by Serc,46056664
ordiduel,OrdiDuel - Social-Fi On Ordinals,45926518
natbats,NATBATS,45883995
skullx_origins,Skullx: Origins,45712700
bitmap_emporium_land,Bitmap Emporium Land,45513681
rsm,Rune Stone Miner,45373229
satoshi-lepidoz,Satoshi Lepidoz,45265700
satoria-corp,Satoria Corp,45157059
bits,Bits by DFZ Labs,45133060
ogpebbles,OG Pebbles,44820498
infinites_irl,Infinites IRL by FAR,44402663
nxtg3nz,NXTG3NZ: ‘7220’ by Lil Durk,44400000
cura,Cura,44277743
trickster,Trickster,44091000
banksy,banksy superstar set1,44089900
boomercoins,BoomerCoins,44070000
mokugyo,Mokugyo,44003000
hoodie,hoodie gang,43799634
samurais,Satoshis Samurais,43579690
block9punks,Block 9 Punks,43336770
ord-chad,Ord Chad,43280000
box_o_chaos,Box O' Chaos,43249085
crypto_freqs,CRYPTO FREQ'S,43228051
on1force_void_drives,0N1 FORCE: Void Drives,43052885
ordinal-blue-chips,Ordinal Blue Chips,42757000
umeme,UMEME,42723900
smooth,Smooth Commander Pepes,42579000
ordinal_dudes,Ordinal Dudes,42334111
memesonbitcoin,Memes on Bitcoin,42332200
tu,The Uncommon,42320000
library-of-hex,📖 Library of Hex by ⌬ Enchained.Games,42249000
jeetsonbtc,Jeets On Bitcoin,42154495
gnarly-narwhals,Gnarly Narwhals - PRE BRC 2.0,42147802
thechefs,The Chefs By Ordinal Pizza OG,42142898
ai-artifacts-the_dan_files,AI Artifacts from The Dan Files,42000000
orphanz,o r p h a n z,41637290
runecats,Rune Cats Genesis,41628441
light-waves,Light Waves: Visible Light by Kanetix,41375147
diamond-finger,Diamond Finger Ordinals,41194300
onchainbean,OnChain Bean,41133704
enigma-by-cybersea,Enigma by CyberSea x Vivid Gallery x OnChainMonkey®,41077018
runecoin,Rune Coin,41066680
pioneers,Pioneers,40974292
counterfeit-identity,counterfeit identity,40956900
ordishrooms,OrdiShrooms,40895339
mutantapepunks,Mutant Ape Punks,40828000
mempools,mempools,40801800
thesorcerors,The Sorcerors,40696600
rune_obsidian,Rune Obsidian,40689130
bit-rioters-violamisscode,Bit-Rioters by Viola MissCode,40650000
shadow-smokers,Shadow Smokers,40521750
lorn,LORN,40516522
sids-logos,SIDS•LOGOS,40349510
ordinal-camels,Ordinal Camels,40029998
depressed_citizens,Depressed Citizens,39739078
yelo,YELO GENESIS,39694280
chains,Chainspace,39589900
pog-ordinals,Pog Ordinals,39566000
scrips,Scrips,39132490
nocturnal-town,Nocturnal Town,39109133
ordchard,Classical Ordchard,39009800
ordinary-people,Ordinary People,39000000
aqcon-zodiac,Cursed Zodiac - Aquarian Conspiracy,39000000
bitcoin-citadels,Bitcoin Citadels,38998654
ordz-city,Ordz City,38865000
driforian-souls,Driforian Souls,38614394
bitcoin-sneakers,Bitcoin Sneakers,38574000
dogeworld,DogeWorld,38534051
runesomb,Runes OMB,38263279
tkpskullkitties,TOKYO PUNKS  | SKULL KITTIES BY SABET,38201200
ddc,Decentralized Diamond Co.,38080864
themunchers,The Munchers,38069439
the_insights_pass,The Insights Pass,38044376
450x_sats_hunters,450x Sats Hunters,38000000
nakamotomatrix,Nakamoto Matrix,37987000
blocks,BLOCKS OF BITCOIN,37967000
nakamoto-crypto-cards,Nakamoto Crypto Cards,37642780
ordinal-unis,Ordinal Unis,37481879
code-of-culture,Code of Culture by Orkhan,37402109
ichiya,ICC ORDINALS,37300000
island_mist,Island Mist,37141391
rockloops,Rock Loops,37000000
artifacts-by-lemonhaze,The Artifacts by Lemonhaze,36960000
cryptowives,Crypto Wives,36934061
ninjaotome,NOA/NinjaOtome Pixel Ordinals,36890000
geo_ordinals,Geo Ordinals,36841800
moonstone,Moonstone,36831765
ovicats,Ovi Cats,36786808
beggy,Beggy,36781430
ogl,OG Lingo,36730000
bonsai,🌳 Bitcoin Bonsai by Palindromes.io,36473010
pmb,Pepe Maxi Biz,36340900
runes_rocks,Runes Rocks,36200000
ordinaldegenz,Ordinal Degenz,36187088
ordinalducks,Ordinal Ducks,36172100
supercycle,SUPERCYCLE by Billy Restey,36144099
clay-eggs,Clay Eggs,35958098
cursed-satorian-dimension,Cursed Satorian Dimension,35842190
squiggs,S̴q̴u̴i̴g̴g̴s̴,35710000
satoshi-cards,Satoshi Cards,35699640
domain_dot_ord,Domain Names .ord,35629076
frogamas,Frogamas,35539246
6maker_toybody,TOY BODY,35490000
metabox,BRC420-Meta Box,35437000
grifters,Grifters,35326009
dooms,Ordinal Dooms,35325400
ordtxt,Ord,35221246
bayg,Bitcoin Ape Yacht Gang,35015731
pawx_nft,PawX,34986799
basedbtc,push culture : based passes,34863890
nodebirds,N O D E B I R D S,34783190
ordinaldickbutts,Ordinal Dick Butts (ODB),34550000
satoshi-otters,Satoshi Otters,34493280
m-ai-butterfly,M AI Butterfly,34474000
punchpuff,PunchPuff,34470000
faceless,Faceless,34400000
bitcointrolls,Bitcoin Trolls,34282871
aye,AYEFRENS,34274302
whispers-from-the-ancient-stone,Whispers from the Ancient Stone: Prelude,34156134
hive_pass,Hive Pass,33931665
saiordinals,SAI Ordinals ,33891800
bitcoin_wassies,Bitcoin Wassies,33860000
nekopium,Uncommon Nekopium,33580000
thugbirdz,Thugbirdz,33540000
littleink,Little INKs,33357510
bitcoinlizardman,Bitcoin Lizard Man,33250550
dmt-tikabit,Tikabit,33212843
nominals,Nominals ,33000000
catenas,Catenas,32910030
megaderp,MEGADERP METADUMBPROTOCOL,32740659
egodeath,EgoDeath,32622209
tad,The Astronomer's Daughter,32498800
bitwine_ordi,BitWine,32204180
odyssey,Ordinal Odyssey,32079000
bats,OP_CAT BATS,32000000
recursiveloot,Recursive Loot,31920000
d3admf3rbtc,D3AD MF3RS BTC,31838980
ordinals-viking,Ordinals Viking,31720000
trumpinals,Trumpsters,31406704
looming-emotion-by-shaderism,Looming Emotion by Shaderism x Vivid Gallery,31269210
pepes_and_bobos,Pepes & Bobos,31162514
yuna1,Yuna Genesis,31097904
ninjaalerts_,Ninja Alerts,30845390
ordinaltamarins,Ordinal Tamarins,30840223
blockbees,BlockBees,30399464
cosmogenesis,Cosmogenesis by Steven Morse,30348390
btcapepunks,BTC Ape Punks,30346389
dead-ordinals,Dead Ordinals,30302197
